HEADER
VTF File Version,1.0
VTF File Type,0
PID,10290
Generated on,2024-05-13 15:58:48
Resolution,ms
Min Resolution,ns
Trace Version,1.0
XRT Version,2022.1

STRUCTURE
Group_Start,Native API Host Trace
Dynamic_Row,1,Native XRT API Calls,API Events
Group_Start,Host to Device Data Transfers
Dynamic_Row,2,Reads,Read Transfers
Dynamic_Row,3,Writes,Write Transfers
Group_End,Host to Device Data Transfers
Group_End,Native API Host Trace

MAPPING
14,READ
11,WRITE
8,xrt::bo::address
5,xrt::bo::bo
6,xrt::bo::map
9,xrt::bo::size
10,xrt::bo::sync
1,xrt::device::device
2,xrt::device::load_xclbin
4,xrt::kernel::group_id
3,xrt::kernel::kernel
7,xrt::run::run
12,xrt::run::start
13,xrt::run::wait

EVENTS
1,0,0.169627,1,API_CALL,1
2,1,128.895368,1,API_CALL,1
3,0,128.912860,1,API_CALL,2
4,3,190.283814,1,API_CALL,2
5,0,190.371476,1,API_CALL,3
6,5,205.914449,1,API_CALL,3
7,0,205.929925,1,API_CALL,4
8,7,205.929989,1,API_CALL,4
9,0,205.932404,1,API_CALL,1
10,9,205.932523,1,API_CALL,1
11,0,205.960431,1,API_CALL,5
12,11,205.977524,1,API_CALL,5
13,0,205.979812,1,API_CALL,4
14,13,205.979867,1,API_CALL,4
15,0,205.981493,1,API_CALL,5
16,15,249.282434,1,API_CALL,5
17,0,249.293986,1,API_CALL,4
18,17,249.294266,1,API_CALL,4
19,0,249.299865,1,API_CALL,1
20,19,249.300025,1,API_CALL,1
21,0,249.305087,1,API_CALL,5
22,21,249.333714,1,API_CALL,5
23,0,249.343256,1,API_CALL,6
24,23,249.343796,1,API_CALL,6
25,0,249.349490,1,API_CALL,6
26,25,249.349750,1,API_CALL,6
27,0,249.352402,1,API_CALL,6
28,27,249.352558,1,API_CALL,6
29,0,257.487368,1,API_CALL,3
30,29,257.520992,1,API_CALL,3
31,0,257.523770,1,API_CALL,4
32,31,257.523814,1,API_CALL,4
33,0,257.525807,1,API_CALL,1
34,33,257.525900,1,API_CALL,1
35,0,257.527846,1,API_CALL,5
36,35,257.541001,1,API_CALL,5
37,0,257.543049,1,API_CALL,4
38,37,257.543102,1,API_CALL,4
39,0,257.544649,1,API_CALL,1
40,39,257.544711,1,API_CALL,1
41,0,257.545992,1,API_CALL,5
42,41,257.555294,1,API_CALL,5
43,0,257.557328,1,API_CALL,6
44,43,257.557388,1,API_CALL,6
45,0,257.558595,1,API_CALL,6
46,45,257.558637,1,API_CALL,6
47,0,1105.341987,1,API_CALL,3
48,47,1105.413380,1,API_CALL,3
49,0,1105.418306,1,API_CALL,7
50,49,1105.451302,1,API_CALL,7
51,0,1105.453902,1,API_CALL,4
52,51,1105.453951,1,API_CALL,4
53,0,1105.456019,1,API_CALL,1
54,53,1105.456331,1,API_CALL,1
55,0,1105.458285,1,API_CALL,5
56,55,1105.472877,1,API_CALL,5
57,0,1105.474872,1,API_CALL,4
58,57,1105.474911,1,API_CALL,4
59,0,1105.475894,1,API_CALL,5
60,59,1145.311315,1,API_CALL,5
61,0,1145.321257,1,API_CALL,4
62,61,1145.322045,1,API_CALL,4
63,0,1145.326294,1,API_CALL,5
64,63,1145.436245,1,API_CALL,5
65,0,1145.441577,1,API_CALL,4
66,65,1145.441773,1,API_CALL,4
67,0,1145.446049,1,API_CALL,1
68,67,1145.446209,1,API_CALL,1
69,0,1145.449747,1,API_CALL,5
70,69,1145.475593,1,API_CALL,5
71,0,1145.479878,1,API_CALL,4
72,71,1145.480013,1,API_CALL,4
73,0,1145.483351,1,API_CALL,1
74,73,1145.483506,1,API_CALL,1
75,0,1145.486398,1,API_CALL,5
76,75,1145.508915,1,API_CALL,5
77,0,1145.512113,1,API_CALL,4
78,77,1145.512248,1,API_CALL,4
79,0,1145.515496,1,API_CALL,1
80,79,1145.515651,1,API_CALL,1
81,0,1145.518167,1,API_CALL,5
82,81,1145.539345,1,API_CALL,5
83,0,1145.542728,1,API_CALL,4
84,83,1145.542879,1,API_CALL,4
85,0,1145.545661,1,API_CALL,1
86,85,1145.545815,1,API_CALL,1
87,0,1145.548252,1,API_CALL,5
88,87,1145.569240,1,API_CALL,5
89,0,1145.573660,1,API_CALL,6
90,89,1145.574026,1,API_CALL,6
91,0,1145.576994,1,API_CALL,6
92,91,1145.577375,1,API_CALL,6
93,0,1145.579630,1,API_CALL,6
94,93,1145.579741,1,API_CALL,6
